disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh
4206,2015-01-27T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND MUDSLIDES",2014-12-04T00:00:00.000Z,2014-12-06T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,2015-01-27T00:00:00.000Z,2016-09-24T00:00:00.000Z,,9,0,0,1,1,,2015-01-16T00:00:00.000Z,9ae7b210-c623-48eb-a14b-9c74512707cd,deea4bcdd742c984721b211a60afe95d30b36d39,2024-10-09T19:01:58.075Z
4205,2015-01-07T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2014-12-23T00:00:00.000Z,2014-12-23T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Tornado,2015-01-07T00:00:00.000Z,2021-08-25T00:00:00.000Z,2021-08-25T00:00:00.000Z,4,0,0,1,1,,2014-12-31T00:00:00.000Z,d2166618-e24f-4b10-8eda-772a4efee110,20839eea8b2e9fa36e11464cebfd7a93eef225ed,2024-10-09T19:01:58.075Z
4204,2014-12-22T00:00:00.000Z,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",2014-11-17T00:00:00.000Z,2014-11-26T00:00:00.000Z,Major Disaster,NY,New York                      ,Snowstorm,2014-12-22T00:00:00.000Z,2023-05-12T00:00:00.000Z,2023-05-12T00:00:00.000Z,2,0,0,1,1,,2014-12-11T00:00:00.000Z,4cf7af54-efd3-4269-9abd-1192e22d29c6,784cea29905919ff0b6a78b43f6c7fda6b3ddcd0,2024-10-09T19:01:58.075Z
5083,2014-11-06T00:00:00.000Z,SLIDE FIRE,2014-05-20T00:00:00.000Z,2014-06-04T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2014-11-07T00:00:00.000Z,2016-04-11T00:00:00.000Z,2016-04-07T00:00:00.000Z,9,0,0,1,0,,2014-05-20T00:00:00.000Z,39334565-f507-4a1c-bb90-b11324b9912b,9852292b1c36008be5ac837bce45f81958841c9d,2024-10-09T19:01:58.075Z
4203,2014-11-05T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-09-07T00:00:00.000Z,2014-09-09T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Flood,2014-11-05T00:00:00.000Z,2014-11-05T00:00:00.000Z,,9,0,0,1,1,,2014-10-22T00:00:00.000Z,28c27f8d-4ea6-4f31-9344-30b5fd0570f4,49810b5e0458aee95a1920bd7619851dc17ac833,2024-10-09T19:01:58.075Z
4202,2014-11-05T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-09-07T00:00:00.000Z,2014-09-09T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Flood,2014-11-05T00:00:00.000Z,2014-11-05T00:00:00.000Z,,9,0,0,1,1,,2014-10-23T00:00:00.000Z,8c2dd250-7b15-4c3d-b26f-ea1cb7e0589c,8ba8bdd374893c4089f76e01247822662a7e1b9d,2024-10-09T19:01:58.075Z
4201,2014-11-03T00:00:00.000Z,PU'U O'O VOLCANIC ERUPTION AND LAVA FLOW,2014-09-04T00:00:00.000Z,2015-03-25T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Volcanic Eruption,2014-11-03T00:00:00.000Z,2015-03-27T00:00:00.000Z,,9,0,0,1,1,,2014-10-24T00:00:00.000Z,a2ad873e-831a-42de-ab5a-f6bc9cb321b3,af8af0ae280a446a174e55a3bc258c9187fe5a2b,2024-10-09T19:01:58.075Z
4200,2014-10-31T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-09-09T00:00:00.000Z,2014-09-10T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,2014-10-31T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-01T00:00:00.000Z,7,0,0,1,1,,2014-10-22T00:00:00.000Z,77016793-3988-424b-83bc-fc566883d1db,7a2ac8af7bab0aa1e4f6aa56da824c82acb0b0ef,2024-10-09T19:01:58.075Z
4199,2014-10-29T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-09-15T00:00:00.000Z,2014-09-26T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Severe Storm,2014-10-29T00:00:00.000Z,2014-10-29T00:00:00.000Z,,6,0,0,1,1,,2014-10-22T00:00:00.000Z,8b505535-4e52-402f-a96a-81dc12440d91,4037cc5318aeba5ef8519080faae5136c43d8468,2024-10-09T19:01:58.075Z
4198,2014-10-09T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2014-08-21T00:00:00.000Z,2014-08-25T00:00:00.000Z,Major Disaster,MT,Montana                       ,Severe Storm,2014-10-10T00:00:00.000Z,2019-06-10T00:00:00.000Z,2019-06-10T00:00:00.000Z,8,0,0,1,1,,2014-10-03T00:00:00.000Z,31f3e418-8198-4216-a9a9-5b522febb3fe,70c1342acb3f0e87b5765e7cc8157b6d9796503b,2024-10-09T19:01:58.075Z
5082,2014-10-08T00:00:00.000Z,APPLEGATE FIRE,2014-10-08T00:00:00.000Z,2014-10-13T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-10-10T00:00:00.000Z,2017-08-21T00:00:00.000Z,2017-08-09T00:00:00.000Z,9,0,0,1,0,,2014-10-08T00:00:00.000Z,bdd2f641-1865-4cf8-83e3-186e62c96e07,e121ee04b54268ec6cbc4d7a7cc06320810d8f07,2024-10-09T19:01:58.075Z
4197,2014-10-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-07-27T00:00:00.000Z,2014-08-05T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Severe Storm,2014-10-06T00:00:00.000Z,2014-10-16T00:00:00.000Z,,6,0,0,1,1,,2014-09-29T00:00:00.000Z,e09a2a6d-a8e8-40d4-a385-e82486b74d22,fc3c9b388b4574384bbcab5aff646e81076b6846,2024-10-09T19:01:58.075Z
4196,2014-09-30T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2014-08-18T00:00:00.000Z,2014-08-23T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2014-09-30T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-02T00:00:00.000Z,4,0,0,1,1,,2014-09-22T00:00:00.000Z,54be3956-0ef6-449b-a867-a9f88ee10112,bfe709c9ebb54c09c6d07ab4178cc39b8ff2f7b8,2024-10-09T19:01:58.075Z
4195,2014-09-25T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-08-11T00:00:00.000Z,2014-08-13T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Flood,2014-09-25T00:00:00.000Z,2023-07-13T00:00:00.000Z,2023-07-12T00:00:00.000Z,5,1,0,1,1,,2014-09-17T00:00:00.000Z,922ac5e9-e7c1-4855-a3c3-0c1cc1eae085,e0289aa25aa6fecdd22d43d3497a73502a30cb46,2024-10-09T19:01:58.075Z
5081,2014-09-17T00:00:00.000Z,KING FIRE,2014-09-13T00:00:00.000Z,2014-10-03T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-09-18T00:00:00.000Z,2021-01-07T00:00:00.000Z,2021-01-07T00:00:00.000Z,9,0,0,1,0,,2014-09-17T00:00:00.000Z,5bc5fcdf-8253-4ced-91f6-c86633d5e8ed,b10ff0e60ba49522e74cc497e3b5f1a19697dcbf,2024-10-09T19:01:58.075Z
5080,2014-09-16T00:00:00.000Z,36 PIT FIRE,2014-09-15T00:00:00.000Z,2014-09-27T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2014-09-17T00:00:00.000Z,2019-09-23T00:00:00.000Z,2019-09-23T00:00:00.000Z,10,0,0,1,0,,2014-09-15T00:00:00.000Z,8e63ea79-4f51-4f40-9492-308a42dece25,50a723335c687ee3a32d9bd5212a4fceed0739d9,2024-10-09T19:01:58.075Z
5079,2014-09-15T00:00:00.000Z,BOLES FIRE,2014-09-15T00:00:00.000Z,2014-09-27T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-09-17T00:00:00.000Z,2017-10-04T00:00:00.000Z,2017-09-29T00:00:00.000Z,9,0,0,1,0,,2014-09-15T00:00:00.000Z,dcb26278-4d78-49d2-a02f-338c5b099035,8e983c02b99713b92b5540a43cf72787f63c5537,2024-10-09T19:01:58.075Z
5078,2014-09-14T00:00:00.000Z,COURTNEY FIRE,2014-09-14T00:00:00.000Z,2014-09-20T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-09-17T00:00:00.000Z,2017-08-14T00:00:00.000Z,2017-08-03T00:00:00.000Z,9,0,0,1,0,,2014-09-14T00:00:00.000Z,f3cd8057-8a51-4fbb-864d-2ed9812c8078,d2bf0c8069537eeb49b6e709339086aac1896bcb,2024-10-09T19:01:58.075Z
4194,2014-09-12T00:00:00.000Z,TROPICAL STORM ISELLE,2014-08-07T00:00:00.000Z,2014-08-09T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Severe Storm,2014-09-12T00:00:00.000Z,2014-09-12T00:00:00.000Z,,9,0,0,1,1,,2014-09-05T00:00:00.000Z,78d35a6d-514c-4447-9bf8-a444388ee2b2,11aeefd43d68457a8601a70dd51f240ed4d6cc08,2024-10-09T19:01:58.075Z
4193,2014-09-11T00:00:00.000Z,EARTHQUAKE,2014-08-24T00:00:00.000Z,2014-09-07T00:00:00.000Z,Major Disaster,CA,California                    ,Earthquake,2014-09-12T00:00:00.000Z,2014-09-12T00:00:00.000Z,,9,1,0,1,1,,2014-09-02T00:00:00.000Z,d92625ab-41b3-43e6-be3e-d5f610254cdd,2e62cb03e8ea6be05e13c76692fbaa1a494323de,2024-10-09T19:01:58.075Z
4191,2014-09-10T00:00:00.000Z,TROPICAL STORM HALONG,2014-07-28T00:00:00.000Z,2014-07-31T00:00:00.000Z,Major Disaster,GU,Guam                          ,Severe Storm,2014-09-10T00:00:00.000Z,2022-10-04T00:00:00.000Z,2022-09-30T00:00:00.000Z,9,0,0,1,1,,2014-08-30T00:00:00.000Z,b84f81da-c73d-40f3-98b6-02532e95cf5a,f7edb08b728aa2c323ca800603c61a396645884c,2024-10-09T19:01:58.075Z
4192,2014-09-10T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2014-07-29T00:00:00.000Z,2014-08-03T00:00:00.000Z,Major Disaster,AS,American Samoa                ,Severe Storm,2014-09-10T00:00:00.000Z,2014-09-10T00:00:00.000Z,,9,0,0,1,1,,2014-08-25T00:00:00.000Z,ecd15923-96a9-4a12-845f-f9bfeee7f279,6ec31b11bc24daf9919bb87f97754772d6cba9c6,2024-10-09T19:01:58.075Z
5077,2014-09-05T00:00:00.000Z,BRIDGE FIRE,2014-09-05T00:00:00.000Z,2014-09-10T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-09-08T00:00:00.000Z,2017-08-14T00:00:00.000Z,2017-08-03T00:00:00.000Z,9,0,0,1,0,,2014-09-05T00:00:00.000Z,8465c25e-be48-4cba-a36c-098843646cc9,e3f2ec3211bbcf4f3e3ff6c9717dc942da86743b,2024-10-09T19:01:58.075Z
5076,2014-08-25T00:00:00.000Z,OREGON FIRE,2014-08-24T00:00:00.000Z,2014-08-28T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-26T00:00:00.000Z,2016-12-16T00:00:00.000Z,2016-12-08T00:00:00.000Z,9,0,0,1,0,,2014-08-24T00:00:00.000Z,2bd167f1-0ba4-42ba-8e50-88a64f679dac,2b85dc565ff042fdbddfa9e1c1273afcbf910a63,2024-10-09T19:01:58.075Z
4190,2014-08-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-06-25T00:00:00.000Z,2014-07-01T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Flood,2014-08-19T00:00:00.000Z,2020-02-06T00:00:00.000Z,2020-02-04T00:00:00.000Z,8,0,0,1,1,,2014-08-08T00:00:00.000Z,d85ae052-b3e9-413e-a302-e7a4976afbec,69f2067d5903f047c2575bce4a2038dd3eafc4a6,2024-10-09T19:01:58.075Z
5075,2014-08-19T00:00:00.000Z,WAY FIRE,2014-08-18T00:00:00.000Z,2014-08-23T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-19T00:00:00.000Z,2017-03-07T00:00:00.000Z,2017-03-06T00:00:00.000Z,9,0,0,1,0,,2014-08-18T00:00:00.000Z,3d646e2c-0bf4-49dc-a0ee-dc7c07ef7145,5e44ef8e546835650c3ea9899d88c4dfa810c3cb,2024-10-09T19:01:58.075Z
5074,2014-08-19T00:00:00.000Z,JUNCTION FIRE,2014-08-18T00:00:00.000Z,2014-08-22T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-19T00:00:00.000Z,2016-04-07T00:00:00.000Z,2016-04-06T00:00:00.000Z,9,0,0,1,0,,2014-08-18T00:00:00.000Z,4e110359-d6c6-47f2-9db2-c84cc3f6c41b,8e8865289339604dba4703c56f85c4a966aa4542,2024-10-09T19:01:58.075Z
4189,2014-08-13T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-05T00:00:00.000Z,2014-06-10T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Severe Storm,2014-08-13T00:00:00.000Z,2021-04-07T00:00:00.000Z,2021-04-07T00:00:00.000Z,4,0,0,1,1,,2014-08-04T00:00:00.000Z,0b038879-f702-4ff4-98dd-0bb81b61436e,1903b5637a34c133648e178f4dc7f6267679cfaa,2024-10-09T19:01:58.075Z
4188,2014-08-11T00:00:00.000Z,WILDFIRES,2014-07-09T00:00:00.000Z,2014-08-05T00:00:00.000Z,Major Disaster,WA,Washington                    ,Fire,2014-08-11T00:00:00.000Z,2014-08-11T00:00:00.000Z,,10,0,0,1,1,,2014-08-06T00:00:00.000Z,14026514-9859-428f-a042-70759db0a1d1,2d469b096fc86f5cb340cbb0792e889078b34b7a,2024-10-09T19:01:58.075Z
5073,2014-08-06T00:00:00.000Z,ROWENA FIRE,2014-08-05T00:00:00.000Z,2014-08-11T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2014-08-13T00:00:00.000Z,2019-08-23T00:00:00.000Z,2019-08-23T00:00:00.000Z,10,0,0,1,0,,2014-08-06T00:00:00.000Z,27b1d43f-04a7-4c91-af72-eb36c13c8125,074318e04dfd78b40c08403d3fad52f524321ae7,2024-10-09T19:01:58.075Z
5072,2014-08-06T00:00:00.000Z,HANSEL FIRE,2014-08-05T00:00:00.000Z,2014-08-14T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-08-13T00:00:00.000Z,2017-12-13T00:00:00.000Z,2017-12-06T00:00:00.000Z,10,0,0,1,0,,2014-08-05T00:00:00.000Z,833cbc28-d3b4-4320-a006-b70a562af301,bee7602b3fc14906471d5d34af6d44d07e4c4c51,2024-10-09T19:01:58.075Z
4187,2014-08-05T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-26T00:00:00.000Z,2014-07-07T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2014-08-05T00:00:00.000Z,2021-06-07T00:00:00.000Z,2021-06-07T00:00:00.000Z,7,0,0,1,1,,2014-07-29T00:00:00.000Z,715e0512-9ec1-4b69-a84e-0934ef91961a,8fea894417a6037778343f307a8c0e9e5db8c360,2024-10-09T19:01:58.075Z
5071,2014-08-03T00:00:00.000Z,SNAG CANYON FIRE,2014-08-02T00:00:00.000Z,2014-08-26T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-08-05T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-08-03T00:00:00.000Z,facfb225-b4e5-407f-b9b7-018844b8dad0,bbd16ea56bc2a15cb976f0062eff7168e09b2a51,2024-10-09T19:01:58.075Z
5070,2014-08-03T00:00:00.000Z,DAY FIRE,2014-08-01T00:00:00.000Z,2014-08-09T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-05T00:00:00.000Z,2016-08-25T00:00:00.000Z,2016-08-16T00:00:00.000Z,9,0,0,1,0,,2014-08-02T00:00:00.000Z,19370854-dd42-4919-b1d9-33bae13a6089,a6d1d2e0d4d360cf68a76566125db69a0899d2e6,2024-10-09T19:01:58.075Z
5069,2014-08-03T00:00:00.000Z,BALD FIRE,2014-08-02T00:00:00.000Z,2014-08-09T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-05T00:00:00.000Z,2018-03-01T00:00:00.000Z,2018-02-27T00:00:00.000Z,9,0,0,1,0,,2014-08-02T00:00:00.000Z,e037a3da-81a0-42c2-bac2-88546f716986,fda641d8dd3b971f434bcd09ec5524175e78177a,2024-10-09T19:01:58.075Z
5068,2014-08-02T00:00:00.000Z,OREGON GULCH FIRE,2014-08-01T00:00:00.000Z,2014-08-09T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-05T00:00:00.000Z,2016-04-07T00:00:00.000Z,2016-04-06T00:00:00.000Z,9,0,0,1,0,,2014-08-02T00:00:00.000Z,2851a1c1-bd29-439f-986a-17a8308e995a,ce825ff6bafc4e4382270afbdd64ecf457e9eadd,2024-10-09T19:01:58.075Z
5067,2014-08-02T00:00:00.000Z,EILER FIRE,2014-08-01T00:00:00.000Z,2014-08-16T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-08-05T00:00:00.000Z,2017-10-04T00:00:00.000Z,2017-09-29T00:00:00.000Z,9,0,0,1,0,,2014-08-02T00:00:00.000Z,1cba6d77-f25a-4589-9cc7-aea673802f3f,011253fd7d49e6545b46a20b6573f8e11c0e40d3,2024-10-09T19:01:58.075Z
5066,2014-08-01T00:00:00.000Z,OREGON GULCH FIRE,2014-07-31T00:00:00.000Z,2014-08-13T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2014-08-05T00:00:00.000Z,2019-09-11T00:00:00.000Z,2019-09-05T00:00:00.000Z,10,0,0,1,0,,2014-08-01T00:00:00.000Z,b3d99b9e-9f98-47cf-969c-848b970e5a85,0482b8fd9e6732aa34e6e9cf9ff25d384006de12,2024-10-09T19:01:58.075Z
4186,2014-07-28T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2014-06-13T00:00:00.000Z,2014-06-20T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Flood,2014-07-28T00:00:00.000Z,2019-09-25T00:00:00.000Z,2019-09-25T00:00:00.000Z,8,0,0,1,1,,2014-07-18T00:00:00.000Z,5b12a256-01f8-4edd-8c75-f425d280e39d,1361f7a829130f97f6ecf88dab57e795b254e07d,2024-10-09T19:01:58.075Z
4185,2014-07-28T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-01T00:00:00.000Z,2014-06-04T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,2014-07-28T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,,2014-07-15T00:00:00.000Z,0521fdbe-7f57-4ed3-ba7e-520641b56765,c0dbd5645b5f93f57fa419f8051fb615b9073fa8,2024-10-09T19:01:58.075Z
4183,2014-07-24T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-14T00:00:00.000Z,2014-06-21T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,2014-07-24T00:00:00.000Z,2021-11-03T00:00:00.000Z,2021-11-03T00:00:00.000Z,7,0,0,1,1,,2014-06-14T00:00:00.000Z,5d757e07-084a-4d9f-994a-d0334fe76bf0,899fadda7c94993540272dcd7c57917f5743279c,2024-10-09T19:01:58.075Z
4184,2014-07-24T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-14T00:00:00.000Z,2014-06-23T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Flood,2014-07-24T00:00:00.000Z,2021-06-08T00:00:00.000Z,2021-06-07T00:00:00.000Z,7,0,0,1,1,,2014-07-14T00:00:00.000Z,15b858e1-11f1-406b-85a2-9977d8de1027,5595016bda4d8e23284b1a90041338bb2b3615cf,2024-10-09T19:01:58.075Z
3371,2014-07-23T00:00:00.000Z,WILDFIRES,2014-07-09T00:00:00.000Z,2014-08-05T00:00:00.000Z,Emergency,WA,Washington                    ,Fire,2014-07-23T00:00:00.000Z,2016-04-28T00:00:00.000Z,2016-04-22T00:00:00.000Z,10,0,0,1,0,,2014-07-22T00:00:00.000Z,662ddcfb-f361-49bb-a01c-f41a64a5d015,05bce122c2123c60bf232ba1b672c6e2d4f2fe75,2024-10-09T19:01:58.075Z
5065,2014-07-21T00:00:00.000Z,ANACONDA FIRE,2014-07-21T00:00:00.000Z,2014-07-22T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2014-07-24T00:00:00.000Z,2016-12-01T00:00:00.000Z,2016-11-29T00:00:00.000Z,8,0,0,1,0,,2014-07-21T00:00:00.000Z,38c9149f-d45d-4f9b-a923-65b0b19719a6,428bfe410749a1cd9b7dee885ff3dcb8e8266135,2024-10-09T19:01:58.075Z
4182,2014-07-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2014-06-11T00:00:00.000Z,2014-07-11T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,2014-07-21T00:00:00.000Z,2014-07-21T00:00:00.000Z,,5,0,0,1,1,,2014-07-09T00:00:00.000Z,9e8441ef-cac5-44b8-a39f-0be7f192af36,a31f4c791eee4e21dbda9f59bba3747b9f911499,2024-10-09T19:01:58.075Z
5064,2014-07-19T00:00:00.000Z,SADDLE MOUNTAIN FIRE,2014-07-19T00:00:00.000Z,2014-07-20T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-22T00:00:00.000Z,2017-08-21T00:00:00.000Z,2017-08-15T00:00:00.000Z,10,0,0,1,0,,2014-07-19T00:00:00.000Z,fbc3296f-60e9-4d3d-8b45-678247bbd267,125e95ab1ff6dc2288c9597fe029978ee634d6e3,2024-10-09T19:01:58.075Z
5063,2014-07-19T00:00:00.000Z,WATERMELON HILL FIRE,2014-07-19T00:00:00.000Z,2014-07-22T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-22T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-07-19T00:00:00.000Z,3a5f99d8-411d-4462-b919-b24394e01ab9,c142e0948456bb6fb5df48f028c13239e015454e,2024-10-09T19:01:58.075Z
5062,2014-07-17T00:00:00.000Z,CARLTON COMPLEX FIRE,2014-07-15T00:00:00.000Z,2014-08-14T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-22T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-07-16T00:00:00.000Z,0961ec07-ab49-43af-8dd5-25588c58852f,c29b40ef258e96ca6e7eeeda7a85c9ad17de45c2,2024-10-09T19:01:58.075Z
5061,2014-07-17T00:00:00.000Z,CHIWAUKUM FIRE ,2014-07-15T00:00:00.000Z,2014-08-14T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-22T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-07-16T00:00:00.000Z,e11cd17e-fed2-43d5-91d4-aa59ec88fd83,ddd6cccd58d335554f355a1fa0b73c9e6a603eeb,2024-10-09T19:01:58.075Z
5060,2014-07-14T00:00:00.000Z,MOCCASIN HILLS FIRE,2014-07-13T00:00:00.000Z,2014-07-18T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2014-07-16T00:00:00.000Z,2019-09-11T00:00:00.000Z,2019-09-10T00:00:00.000Z,10,0,0,1,0,,2014-07-13T00:00:00.000Z,7859eeba-1ab4-4e94-a10e-3b00722603a9,02c1cc6d15c5443b06b0bcbdfb1e7b1382456073,2024-10-09T19:01:58.075Z
4181,2014-07-14T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-06-03T00:00:00.000Z,2014-06-04T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2014-07-14T00:00:00.000Z,2021-06-07T00:00:00.000Z,2021-06-07T00:00:00.000Z,7,0,0,1,1,,2014-07-07T00:00:00.000Z,54293b08-9909-4bba-9999-7360a7183cbd,483a94a3fb83d8d674e7a73511a2b57dece86009,2024-10-09T19:01:58.075Z
5059,2014-07-10T00:00:00.000Z,MILLS CANYON FIRE ,2014-07-10T00:00:00.000Z,2014-07-22T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-11T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-07-09T00:00:00.000Z,6ef04dcd-aacc-4880-bcd0-32017c490d1e,93d2fe2650661abda1922949b206b3694bdda626,2024-10-09T19:01:58.075Z
5058,2014-07-10T00:00:00.000Z,LAKE SPOKANE FIRE ,2014-07-09T00:00:00.000Z,2014-07-14T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2014-07-11T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,10,0,0,1,0,,2014-07-09T00:00:00.000Z,36e7dec2-5797-4c56-a75b-6958a8a0b3d9,ea311f79ff9d9ce3fb6d918915e36955cbe99886,2024-10-09T19:01:58.075Z
4180,2014-07-08T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-05-13T00:00:00.000Z,2014-05-22T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm,2014-07-08T00:00:00.000Z,2014-07-08T00:00:00.000Z,,2,0,0,1,1,,2014-06-14T00:00:00.000Z,c38264fc-3795-4d39-bf47-054ee52c3b67,98e213d57431af7f11aee452729aff363e4433b0,2024-10-09T19:01:58.075Z
5057,2014-07-02T00:00:00.000Z,BUTTS FIRE,2014-07-01T00:00:00.000Z,2014-07-06T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2014-07-02T00:00:00.000Z,2016-08-25T00:00:00.000Z,2016-08-16T00:00:00.000Z,9,0,0,1,0,,2014-07-01T00:00:00.000Z,59734d78-4290-4df3-bc82-9a52c83b5026,ce79330c2eece5be5be8fc3392b4979fc3d08eea,2024-10-09T19:01:58.075Z
4179,2014-06-17T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2014-05-11T00:00:00.000Z,2014-05-12T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Tornado,2014-06-17T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,,2014-06-05T00:00:00.000Z,353b390e-a810-4325-816f-af0f19d57aef,9a36d561bc17e555c4cb19910beb2dd685fa57ad,2024-10-09T19:01:58.075Z
4178,2014-06-11T00:00:00.000Z,SEVERE STORMS AND FLOODING,2014-04-15T00:00:00.000Z,2014-04-18T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Flood,2014-06-11T00:00:00.000Z,2019-06-03T00:00:00.000Z,2019-05-30T00:00:00.000Z,1,0,0,1,1,,2014-05-21T00:00:00.000Z,88ebe54a-739b-4443-a328-c31988992402,3c446f767c3a35f175d507b44bd22e1e417b874a,2024-10-09T19:01:58.075Z
