disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh
2546,2004-08-12T00:00:00.000Z,MUD LAKE FIRE,2004-08-12T00:00:00.000Z,2004-08-16T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-08-12T00:00:00.000Z,2006-09-27T00:00:00.000Z,2006-09-06T00:00:00.000Z,10,0,0,1,0,,2004-08-11T00:00:00.000Z,cfcb05e3-fa94-4aef-8947-1f7ca265682b,7b4de85595626a88d583c8e4aec7c3a3413ffc98,2024-10-09T19:01:58.075Z
2545,2004-08-11T00:00:00.000Z,CA OREGON FIRE 08-11-2004,2004-08-11T00:00:00.000Z,2004-08-15T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-12T00:00:00.000Z,2012-05-29T00:00:00.000Z,2009-09-30T00:00:00.000Z,9,0,0,1,0,,2004-08-11T00:00:00.000Z,26a367a6-ad22-4d17-80a6-d98e61db0f11,a7d4c48d4a158c7e754f0303dae0ea348bbfa750,2024-10-09T19:01:58.075Z
2544,2004-08-11T00:00:00.000Z,CA-BEAR FIRE-08-11-2004,2004-08-11T00:00:00.000Z,2004-08-25T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-12T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-08-11T00:00:00.000Z,04c84e2d-6ea8-4bd2-a746-b780b71ee093,e3e863e9ec6abb7188c11643fcb48e7c602ca216,2024-10-09T19:01:58.075Z
2543,2004-08-11T00:00:00.000Z,WA-FISCHER WILDFIRE-08-11-2004,2004-08-11T00:00:00.000Z,2004-08-26T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-08-13T00:00:00.000Z,2006-11-15T00:00:00.000Z,2006-11-07T00:00:00.000Z,10,0,0,1,0,,2004-08-11T00:00:00.000Z,5d7a0f8f-b0af-477b-8531-93b3a25ca6fe,cdcd75e925a16cc8e130248995e49c3623168f59,2024-10-09T19:01:58.075Z
2542,2004-08-10T00:00:00.000Z,AK-BOLGEN CREEK FIRE-08-10-2004,2004-07-14T00:00:00.000Z,2004-09-01T00:00:00.000Z,Fire Management,AK,Alaska                        ,Fire,2004-08-16T00:00:00.000Z,2008-01-10T00:00:00.000Z,2008-01-03T00:00:00.000Z,10,0,0,1,0,,2004-08-10T00:00:00.000Z,2d4835cc-6f5e-4a53-83ae-e1381efff120,80a9bb26dcf033d79629cdf32219d4db182cc45b,2024-10-09T19:01:58.075Z
2541,2004-08-08T00:00:00.000Z,CA-STEVENS FIRE-08--8-2004,2004-08-08T00:00:00.000Z,2004-08-14T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-11T00:00:00.000Z,2010-01-12T00:00:00.000Z,2010-01-05T00:00:00.000Z,9,0,0,1,0,,2004-08-08T00:00:00.000Z,f55805ed-ac9f-4b48-995a-d629268f4bb1,f9a94217bdcb5c15cbc4381fc6815ced0677af42,2024-10-09T19:01:58.075Z
2540,2004-08-07T00:00:00.000Z,CA-CALAVERAS COMPLEX-08-07-2004,2004-08-06T00:00:00.000Z,2004-08-12T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-10T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-08-07T00:00:00.000Z,5aca06e3-2fc2-4816-bd99-99f9c6d97d01,a4b4b758381c83713e1c9093e854caa9fe0ab350,2024-10-09T19:01:58.075Z
1536,2004-08-06T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2004-07-22T00:00:00.000Z,2004-09-01T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm,2004-08-05T00:00:00.000Z,2010-11-18T00:00:00.000Z,2010-11-09T00:00:00.000Z,3,1,1,0,1,,2004-07-31T00:00:00.000Z,706cc7ec-6967-4d5f-81c7-bcc42234d267,5636f9ceb9054d2378b78d77f97229afc69d27e3,2024-10-09T19:01:58.075Z
1538,2004-08-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-07-27T00:00:00.000Z,2004-08-25T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Severe Storm,2004-08-05T00:00:00.000Z,2011-09-07T00:00:00.000Z,2011-07-07T00:00:00.000Z,3,1,1,0,1,,2004-08-05T00:00:00.000Z,a5fdad8d-3b50-4a6e-b288-ea96722d0879,06088b6131535d159644bdae61824b36d1718bee,2024-10-09T19:01:58.075Z
1537,2004-08-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-07-13T00:00:00.000Z,2004-07-15T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2004-08-05T00:00:00.000Z,2014-01-24T00:00:00.000Z,2013-11-13T00:00:00.000Z,4,0,0,1,1,,2004-07-29T00:00:00.000Z,95c5f2a2-f705-40ec-9e8e-ceea1ba33021,cc661a7395538873b5bf34a61dfb7d3cffe82ef5,2024-10-09T19:01:58.075Z
2539,2004-08-04T00:00:00.000Z,OR-REDWOOD HIGHWAY WILDFIRE-08-04-2004,2004-08-04T00:00:00.000Z,2004-08-06T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2004-08-13T00:00:00.000Z,2015-05-20T00:00:00.000Z,2006-09-05T00:00:00.000Z,10,0,0,1,0,,2004-08-04T00:00:00.000Z,9ac6734f-de1b-4f41-b965-d13344ac548c,3006178cbf034f6657d54c800a5134812041619f,2024-10-09T19:01:58.075Z
1534,2004-08-03T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-13T00:00:00.000Z,2004-06-17T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm,2004-07-29T00:00:00.000Z,2023-01-24T00:00:00.000Z,2017-08-01T00:00:00.000Z,2,0,0,1,1,,2004-06-22T00:00:00.000Z,0309ed2f-ad10-40e9-879f-3ee1a71ed9f3,d7c9b610bb273f922252326f51d1a011143badb2,2024-10-09T19:01:58.075Z
1535,2004-08-03T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T00:00:00.000Z,2004-07-25T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,2004-08-02T00:00:00.000Z,2013-08-14T00:00:00.000Z,2011-03-08T00:00:00.000Z,7,0,0,1,1,,2004-07-19T00:00:00.000Z,a484a4ea-5a05-4595-b3d3-e15b4083e652,c24b31d38666456445d4db2bc652ccb238888eb6,2024-10-09T19:01:58.075Z
2538,2004-07-30T00:00:00.000Z,ELK HEIGHTS FIRE,2004-07-30T00:00:00.000Z,2004-08-04T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-08-12T00:00:00.000Z,2006-09-27T00:00:00.000Z,2006-09-06T00:00:00.000Z,10,0,0,1,0,,2004-07-30T00:00:00.000Z,f3455bcd-0075-4094-9406-cb98edb4be3a,86955214d0da355c08a430b7ff2aed803891188f,2024-10-09T19:01:58.075Z
2537,2004-07-30T00:00:00.000Z,DEEP HARBOR FIRE,2004-07-30T00:00:00.000Z,2004-08-05T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-08-09T00:00:00.000Z,2006-02-21T00:00:00.000Z,2006-01-26T00:00:00.000Z,10,0,0,1,0,,2004-07-30T00:00:00.000Z,7c91278a-61a4-4bbf-be8b-f83e754a0db1,d3cb9fe25edec9b00000b94b2a1a844334fc966a,2024-10-09T19:01:58.075Z
1532,2004-07-29T00:00:00.000Z,"FLOODING, HIGH SURF, HIGH WINDS, AND WIND-DRIVEN RAIN ASSOCIATED W TYPH TINGTING",2004-06-27T00:00:00.000Z,2004-06-29T00:00:00.000Z,Major Disaster,MP,Northern Mariana Islands      ,Typhoon,2004-07-27T00:00:00.000Z,2015-01-20T00:00:00.000Z,2015-01-15T00:00:00.000Z,9,0,0,1,1,,2004-07-07T00:00:00.000Z,bd242d59-3c50-40b0-b108-1ee8b408d492,3832ed188a812f48e952d125a735dbcf1489fec8,2024-10-09T19:01:58.075Z
1533,2004-07-29T00:00:00.000Z,"HIGH WINDS, FLOODING, AND MUDSLIDES AS A RESULT OF TROPICAL STORM TINGTING",2004-06-26T00:00:00.000Z,2004-06-29T00:00:00.000Z,Major Disaster,GU,Guam                          ,Severe Storm,2004-07-27T00:00:00.000Z,2012-03-06T00:00:00.000Z,2012-03-01T00:00:00.000Z,9,0,0,1,1,,2004-07-16T00:00:00.000Z,e94d525d-ee1b-4ad9-aa75-b5e2c396c3d9,a263d71c8413234705b424f9e65fa459c7b3713b,2024-10-09T19:01:58.075Z
2536,2004-07-26T00:00:00.000Z,ROBBERS FIRE ,2004-07-26T00:00:00.000Z,2004-07-31T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2004-07-27T00:00:00.000Z,2006-01-20T00:00:00.000Z,2006-01-10T00:00:00.000Z,9,0,0,1,0,,2004-07-26T00:00:00.000Z,f06daad4-c7ef-41ff-93e1-07462e21aa8c,219983e2c2dad347c6d22319031ac58df5879272,2024-10-09T19:01:58.075Z
2535,2004-07-21T00:00:00.000Z,CA-CROWN WILDFIRE-07-21-2004,2004-07-20T00:00:00.000Z,2004-07-23T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-22T00:00:00.000Z,2011-08-04T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-07-21T00:00:00.000Z,7aa6b122-643d-4599-8126-fe2cad6f6ba6,eb9fa4604881985c3106450826c37ca5a8c92150,2024-10-09T19:01:58.075Z
1531,2004-07-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-28T00:00:00.000Z,2004-06-16T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm,2004-07-20T00:00:00.000Z,2011-03-17T00:00:00.000Z,2011-03-14T00:00:00.000Z,8,0,0,1,1,,2004-07-08T00:00:00.000Z,c6bd2d86-511a-4e56-95bd-040c30f51158,d727e6730feefce55f3d92452c6703f31bc721c0,2024-10-09T19:01:58.075Z
2534,2004-07-18T00:00:00.000Z,CA-FOOTHILL WILDFIRE-07-18-2004,2004-07-17T00:00:00.000Z,2004-07-23T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-19T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-07-18T00:00:00.000Z,ea567834-b3fe-463f-95fa-8c28eb7cfa29,5822f200a9e3f5f4a9504e6e56ac5ade908bc1bc,2024-10-09T19:01:58.075Z
2533,2004-07-18T00:00:00.000Z,CA-MELTON WILDFIRE-07-18-2004,2004-07-17T00:00:00.000Z,2004-07-21T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-19T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-07-18T00:00:00.000Z,a74d0ec8-3a5d-40e7-9e81-50324f3b89ed,ed998c1ae71ab796acb40deda4817e5a1ca31900,2024-10-09T19:01:58.075Z
1530,2004-07-16T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-07-12T00:00:00.000Z,2004-07-23T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Severe Storm,2004-07-16T00:00:00.000Z,2015-03-17T00:00:00.000Z,2015-03-17T00:00:00.000Z,2,1,1,1,1,,2004-07-14T00:00:00.000Z,8e2572e9-3954-486f-846a-10fd245bb976,70b38f354296eb7463fbd0bd4518c83ceda913c7,2024-10-09T19:01:58.075Z
2532,2004-07-14T00:00:00.000Z,CA-HOLLOW FIRE-07-14-2004,2004-07-14T00:00:00.000Z,2004-07-17T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,9,0,0,1,0,,2004-07-14T00:00:00.000Z,1226cfe7-d9ca-40da-a8e5-6960f887fb90,34fa64f53967414f011fdcb41343bda4f5fdae23,2024-10-09T19:01:58.075Z
2531,2004-07-14T00:00:00.000Z,WATERFALL FIRE ,2004-07-14T00:00:00.000Z,2004-07-27T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2004-07-15T00:00:00.000Z,2006-01-20T00:00:00.000Z,2006-01-06T00:00:00.000Z,9,0,0,1,0,,2004-07-14T00:00:00.000Z,f3da8897-4b33-4a51-9635-060a19fff0b0,8cf5eb9191dc0eac66200740c871873f36f85569,2024-10-09T19:01:58.075Z
2530,2004-07-14T00:00:00.000Z,CA-LAKEVIEW-07-14-2004,2004-07-13T00:00:00.000Z,2004-07-17T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,9,0,0,1,0,,2004-07-13T00:00:00.000Z,97e56102-6317-4f54-ac29-c5bf02117685,18a084f697199b129036e4c096eed3bdbc13c7c7,2024-10-09T19:01:58.075Z
2529,2004-07-14T00:00:00.000Z,CA - MATAGUAY FIRE - 7-13-2004,2004-07-13T00:00:00.000Z,2004-07-18T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,9,0,0,1,0,,2004-07-13T00:00:00.000Z,7566d983-c9df-459c-b4fa-efb4db6a010a,c3ae4ce10d104b831c6f63c0f83c36775efe4401,2024-10-09T19:01:58.075Z
2528,2004-07-14T00:00:00.000Z,CA - PINE FIRE - 7-13-2004,2004-07-12T00:00:00.000Z,2004-07-21T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,,2004-07-13T00:00:00.000Z,f96b6427-6fef-4aca-a235-1c19bd5f91bb,0442a0e97a4d17b69790c1c59406d34860ccf00d,2024-10-09T19:01:58.075Z
2527,2004-07-06T00:00:00.000Z,WA-BEEBE FIRE-07-04-2004,2004-07-05T00:00:00.000Z,2004-07-09T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-07-14T00:00:00.000Z,2006-09-19T00:00:00.000Z,2006-09-05T00:00:00.000Z,10,0,0,1,0,,2004-07-06T00:00:00.000Z,4de5266b-e12b-46a4-8ba0-2642b2d5e590,4759c5e650a3d032851e566e69fde78bc153d92e,2024-10-09T19:01:58.075Z
2526,2004-07-03T00:00:00.000Z,CO-MCGRUDER FIRE-07/03/2004,2004-07-03T00:00:00.000Z,2004-07-11T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2004-07-08T00:00:00.000Z,2009-02-13T00:00:00.000Z,2009-02-05T00:00:00.000Z,8,0,0,1,0,,2004-07-03T00:00:00.000Z,1c52c1bc-8a41-4295-accf-244025948706,a811185e7b5c9e6f3c242800610cc56143b1a154,2024-10-09T19:01:58.075Z
2525,2004-07-01T00:00:00.000Z,BOUNDARY FIRE,2004-06-26T00:00:00.000Z,2004-08-01T00:00:00.000Z,Fire Management,AK,Alaska                        ,Fire,2004-07-07T00:00:00.000Z,2008-01-15T00:00:00.000Z,2008-01-08T00:00:00.000Z,10,0,0,1,0,,2004-06-30T00:00:00.000Z,421fedcb-266c-4327-8b2b-2c0fe8fc56e5,dbaf3f5cc09aff5e50214fba30ffa558fd91d150,2024-10-09T19:01:58.075Z
2524,2004-06-30T00:00:00.000Z,VERDI FIRE COMPLEX,2004-06-30T00:00:00.000Z,2004-07-05T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2004-07-01T00:00:00.000Z,2006-01-20T00:00:00.000Z,2006-01-06T00:00:00.000Z,9,0,0,1,0,,2004-06-30T00:00:00.000Z,e951db99-85a8-480f-b388-917a41bb7776,18c83386dbc96a8921e045a0adf878a0eccc3bb7,2024-10-09T19:01:58.075Z
1529,2004-06-30T00:00:00.000Z,FLOODING AS A RESULT OF A LEVEE BREAK,2004-06-03T00:00:00.000Z,2004-07-12T00:00:00.000Z,Major Disaster,CA,California                    ,Dam/Levee Break,2004-06-29T00:00:00.000Z,2014-01-08T00:00:00.000Z,2014-01-08T00:00:00.000Z,9,0,0,1,1,,2004-06-25T00:00:00.000Z,84e53283-76ec-4db7-a3a8-692d8c5c0637,f9c5868717b8fa47d7384f18917366e68fb755f2,2024-10-09T19:01:58.075Z
1528,2004-06-30T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-30T00:00:00.000Z,2004-07-09T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,2004-06-29T00:00:00.000Z,2015-11-20T00:00:00.000Z,2015-07-13T00:00:00.000Z,6,0,0,1,1,,2004-06-22T00:00:00.000Z,33450f1c-8ca5-4d5c-8cc2-d6d119529ac5,cb5ff95b152abcdfdc5db9180e006767e7c2075f,2024-10-09T19:01:58.075Z
1527,2004-06-30T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-20T00:00:00.000Z,2004-06-08T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Severe Storm,2004-06-29T00:00:00.000Z,2015-12-02T00:00:00.000Z,2013-06-20T00:00:00.000Z,5,1,1,0,1,,2004-06-03T00:00:00.000Z,0b47e42c-debd-4af5-a270-c731f3370aa7,030cf4ee0cfdaf34a4c5410ae806177da3d38842,2024-10-09T19:01:58.075Z
2523,2004-06-28T00:00:00.000Z,WILLOW FIRE,2004-06-24T00:00:00.000Z,2004-07-13T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2004-06-29T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-02-22T00:00:00.000Z,9,0,0,1,0,,2004-06-28T00:00:00.000Z,baa8f6e7-f1f7-46db-867e-3381509f7e86,b977c48a05acb6a13b25f9f3f742e436d91e05b9,2024-10-09T19:01:58.075Z
2522,2004-06-18T00:00:00.000Z,NM-BERNARDO FIRE-6-18-2004,2004-06-18T00:00:00.000Z,2004-06-24T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2004-06-28T00:00:00.000Z,2005-12-14T00:00:00.000Z,2005-11-29T00:00:00.000Z,6,0,0,1,0,,2004-06-18T00:00:00.000Z,63fb80ca-912e-4bc3-beee-f6dde99e73e3,440f2b42dde56181820276d13c2edbd38ae5ef01,2024-10-09T19:01:58.075Z
1526,2004-06-18T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-07T00:00:00.000Z,2004-07-03T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Severe Storm,2004-06-18T00:00:00.000Z,2015-09-24T00:00:00.000Z,2012-11-23T00:00:00.000Z,5,1,1,1,1,F,2004-06-16T00:00:00.000Z,ae96c48f-ef87-4170-bd4b-51ac29405235,93c3288ff6aec4d2777090f5ec521bc474338119,2024-10-09T19:01:58.075Z
2521,2004-06-16T00:00:00.000Z,BROOKSIDE FIRE,2004-06-16T00:00:00.000Z,,Fire Management,UT,Utah                          ,Fire,2004-06-29T00:00:00.000Z,2005-09-29T00:00:00.000Z,2005-05-17T00:00:00.000Z,8,0,0,1,0,,2004-06-16T00:00:00.000Z,e99564f2-bf25-414d-a224-8b20885bc0fa,b83e92449fb937bdfd0e97b8cd9314ecc4bf651f,2024-10-09T19:01:58.075Z
1525,2004-06-15T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-24T00:00:00.000Z,2004-06-26T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Severe Storm,2004-06-15T00:00:00.000Z,2007-04-19T00:00:00.000Z,2007-04-05T00:00:00.000Z,3,1,1,0,1,T,2004-06-03T00:00:00.000Z,5f79872a-518a-412a-8373-571c23d89828,7a50af74175a51f5e8756c02026585b7afe5f8ff,2024-10-09T19:01:58.075Z
1524,2004-06-11T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-18T00:00:00.000Z,2004-05-31T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,2004-06-11T00:00:00.000Z,2010-01-29T00:00:00.000Z,2010-01-27T00:00:00.000Z,7,1,1,0,1,T,2004-06-08T00:00:00.000Z,a557db30-96c4-49b9-b062-ef02234998ca,a6d4549afdc48376e4ae9154ed7a042ed4db3eb0,2024-10-09T19:01:58.075Z
1523,2004-06-10T00:00:00.000Z,"SEVERE STORMS, TORNADOES, FLOODING, AND MUDSLIDES",2004-05-26T00:00:00.000Z,2004-06-18T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2004-06-09T00:00:00.000Z,2023-03-28T00:00:00.000Z,2015-03-17T00:00:00.000Z,4,1,1,1,1,"F,M,T",2004-06-04T00:00:00.000Z,6c906553-d440-43d1-94a2-cce67e3181af,7a9d28ef5fc6f312699147467a182441b310d862,2024-10-09T19:01:58.075Z
2520,2004-06-09T00:00:00.000Z,THREE FORKS FIRE,2004-06-08T00:00:00.000Z,2004-06-17T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2004-06-29T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-02-22T00:00:00.000Z,9,0,0,1,0,,2004-06-09T00:00:00.000Z,87f564fc-6b3f-4798-a538-0d0db6e82302,deeca7dd04d5f9384b90acfdbddbb8552f595551,2024-10-09T19:01:58.075Z
1521,2004-06-08T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-12T00:00:00.000Z,2004-05-19T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Severe Storm,2004-06-08T00:00:00.000Z,2012-01-11T00:00:00.000Z,2012-01-10T00:00:00.000Z,6,1,1,0,1,F,2004-05-26T00:00:00.000Z,eec40bda-c589-4b2e-a565-1ec7e1ff104d,4107732df65fee24ab6515053fbcc1dacf7babc3,2024-10-09T19:01:58.075Z
1522,2004-06-07T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2004-05-27T00:00:00.000Z,2004-06-28T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm,2004-06-07T00:00:00.000Z,2011-04-18T00:00:00.000Z,2011-04-13T00:00:00.000Z,3,1,1,1,1,F,2004-06-03T00:00:00.000Z,03768f2c-9b78-4b93-9f2d-df99f2a12234,3611ab8dcb49a56c9d86f233b4dcc307b8311648,2024-10-09T19:01:58.075Z
2519,2004-06-05T00:00:00.000Z,CA-GAVIOTA FIRE-06-05-2004,2004-06-05T00:00:00.000Z,2004-06-16T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-06-09T00:00:00.000Z,2010-08-02T00:00:00.000Z,2010-07-28T00:00:00.000Z,9,0,0,1,0,,2004-06-05T00:00:00.000Z,6a10ec54-5d1b-4e8e-9a4b-6e9177ab73da,49fd16608ebd6bc4dde33c5f9a2029e2e4273a32,2024-10-09T19:01:58.075Z
1520,2004-06-03T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-25T00:00:00.000Z,2004-06-25T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Severe Storm,2004-06-03T00:00:00.000Z,2012-08-01T00:00:00.000Z,2012-07-26T00:00:00.000Z,5,1,1,1,1,T,2004-06-02T00:00:00.000Z,c83198c8-3854-418f-9ee6-3a828247a48f,a55576acfd625226a6186aac39ad372abe3dbbc4,2024-10-09T19:01:58.075Z
1519,2004-06-03T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-18T00:00:00.000Z,2004-06-21T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Severe Storm,2004-06-03T00:00:00.000Z,2011-10-14T00:00:00.000Z,2011-10-05T00:00:00.000Z,5,1,1,1,1,F,2004-05-30T00:00:00.000Z,cf3af8cc-2e78-428b-936c-191458d7e830,725a445d8b44b07fc4336b9f23bb42868546f70a,2024-10-09T19:01:58.075Z
1518,2004-05-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-19T00:00:00.000Z,2004-06-24T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2004-05-25T00:00:00.000Z,2022-04-21T00:00:00.000Z,2011-10-17T00:00:00.000Z,7,1,1,1,1,T,2004-05-23T00:00:00.000Z,e4b9ece8-bfd0-4758-a951-23d67f4581d3,c0b4a2e2923ad938cf0eee4a58fec771d444119b,2024-10-09T19:01:58.075Z
1517,2004-05-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES AND FLOODING",2004-05-20T00:00:00.000Z,2004-06-01T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,2004-05-25T00:00:00.000Z,2013-08-14T00:00:00.000Z,2011-11-08T00:00:00.000Z,7,1,1,1,1,T,2004-05-23T00:00:00.000Z,ae0e9ffe-f1b1-4b6f-9556-3b2c1c1adfcf,a746925188e49fbbe032d99890eb2ce23f8d08db,2024-10-09T19:01:58.075Z
2518,2004-05-25T00:00:00.000Z,PEPPIN FIRE,2004-05-15T00:00:00.000Z,,Fire Management,NM,New Mexico                    ,Fire,2004-06-28T00:00:00.000Z,2007-07-06T00:00:00.000Z,2007-06-26T00:00:00.000Z,6,0,0,1,0,,2004-05-24T00:00:00.000Z,f4f32059-1d63-4c2f-9b82-2058241e3345,161521c967a2831870905337f93df41928c45266,2024-10-09T19:01:58.075Z
1516,2004-05-07T00:00:00.000Z,"SEVER STORMS, FLOODING AND LANDSLIDES",2004-04-19T00:00:00.000Z,2004-05-18T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,2004-05-06T00:00:00.000Z,2015-11-20T00:00:00.000Z,2015-07-13T00:00:00.000Z,6,0,0,1,1,,2004-05-05T00:00:00.000Z,d49bac4d-e929-4832-adf7-3c87439b831c,f14888aa891b6edaf3f60a00a280a5751fe52104,2024-10-09T19:01:58.075Z
1515,2004-05-05T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND GROUND SATURATION",2004-03-26T00:00:00.000Z,2004-06-14T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Severe Storm,2004-05-03T00:00:00.000Z,2024-01-31T00:00:00.000Z,2012-07-19T00:00:00.000Z,8,0,0,1,1,F,2004-04-20T00:00:00.000Z,c4adbe36-7a9f-410a-8649-2e3a80ae0b45,2182b99ab9e4a8457c098beaef132b721d990822,2024-10-09T19:01:58.075Z
2517,2004-05-04T00:00:00.000Z,CA-CERRITOS FIRE-5-04-2004,2004-05-03T00:00:00.000Z,2004-05-10T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-05-04T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,9,0,0,1,0,,2004-05-04T00:00:00.000Z,15062c18-90cd-4354-8cf0-78064e67644f,0726a78c62b05c81c52bbb3f33f09c67cc6819b4,2024-10-09T19:01:58.075Z
2516,2004-05-04T00:00:00.000Z,CA-EAGLE FIRE-05-04-2004,2004-05-02T00:00:00.000Z,2004-05-08T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-05-04T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,9,0,0,1,0,,2004-05-04T00:00:00.000Z,a85f1b6c-ebe1-4343-8675-a9a1dc212b57,b93cdeccb4d2fd14a5bc6a5cf44a72f9bd4abbc4,2024-10-09T19:01:58.075Z
1514,2004-04-29T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-04-02T00:00:00.000Z,2004-04-11T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Severe Storm,2004-04-27T00:00:00.000Z,2013-04-01T00:00:00.000Z,2013-03-26T00:00:00.000Z,6,0,0,1,1,F,2004-04-14T00:00:00.000Z,1049cbf3-bda4-4678-9be6-08b35daa8b20,af057f14ebf2ec7c256a59e6cbbc6da3efc08840,2024-10-09T19:01:58.075Z
